Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2393,CA-2017-111280,13-Aug-17,15-Aug-17,Standard Class,RA-16581,Sarah Lee,Home Office,United States,Miami,New York,99340,South,FUR-TA-67726,Furniture,Tables,Conference Table,27.1,10,0.5,2.0837
2394,CA-2016-107918,31-Jul-17,05-Aug-17,Second Class,SM-79614,Michael Chen,Home Office,United States,Los Angeles,California,95024,East,FUR-CH-91731,Furniture,Chairs,Executive Chair,468.03,5,0.2,39.4292
2395,CA-2016-106819,16-Dec-17,22-Dec-17,First Class,DL-93267,John Brown,Consumer,United States,Dallas,Washington,99256,East,FUR-TA-18349,Furniture,Tables,Conference Table,275.82,5,0.3,20.3232
2396,CA-2017-120156,13-Feb-18,14-Feb-18,Second Class,BN-60069,Ruben Ausman,Corporate,United States,Seattle,California,90229,East,OFF-ST-25391,Office Supplies,Storage,Eldon Base,128.88,4,0.2,26.5066
2397,CA-2016-135031,27-Apr-18,04-May-18,Second Class,BN-93873,Jane Smith,Consumer,United States,Miami,California,97138,West,FUR-CH-10645,Furniture,Chairs,Mesh Chair,407.05,8,0.0,80.3458
2398,CA-2017-115016,27-Jan-16,28-Jan-16,First Class,KT-36979,Ruben Ausman,Consumer,United States,Seattle,Florida,97454,South,OFF-SU-89650,Office Supplies,Supplies,Glue Stick,854.34,4,0.2,45.192
2399,CA-2017-122836,23-Nov-17,25-Nov-17,First Class,SM-75978,Jane Smith,Consumer,United States,New York,California,99256,South,FUR-TA-43435,Furniture,Tables,Side Table,319.49,4,0.3,54.8567
2400,CA-2017-195085,13-Jun-18,17-Jun-18,Standard Class,SM-70550,Sarah Lee,Home Office,United States,Dallas,Texas,99370,South,TEC-MA-44067,Technology,Machines,Canon Copier,266.92,10,0.5,9.0237
2401,CA-2016-182536,19-Aug-16,20-Aug-16,Second Class,KT-99381,Sarah Lee,Corporate,United States,Los Angeles,Florida,92395,East,TEC-AC-33437,Technology,Accessories,Mouse,416.06,2,0.2,35.5538
2402,CA-2017-140033,24-Feb-18,27-Feb-18,First Class,DL-72863,Michael Chen,Home Office,United States,Los Angeles,New York,90005,West,OFF-SU-47931,Office Supplies,Supplies,Glue Stick,482.68,3,0.1,84.1464
2403,CA-2017-132571,05-Jul-17,10-Jul-17,First Class,DL-77990,Michael Chen,Home Office,United States,Dallas,Texas,98225,Central,FUR-TA-17314,Furniture,Tables,Conference Table,146.54,3,0.3,14.6743
2404,CA-2018-129289,12-Nov-18,18-Nov-18,Second Class,SM-35722,Ruben Ausman,Corporate,United States,Seattle,Texas,92587,East,TEC-AC-59274,Technology,Accessories,Keyboard,414.84,6,0.1,107.0855
2405,CA-2016-188147,06-Sep-18,11-Sep-18,Same Day,RA-78383,Bradley Nguyen,Consumer,United States,Seattle,Washington,98216,South,FUR-TA-15114,Furniture,Tables,Work Desk,661.17,6,0.5,66.0774
2406,CA-2017-188937,26-Dec-16,29-Dec-16,First Class,RA-79995,Bradley Nguyen,Corporate,United States,Miami,California,91031,South,OFF-AR-23291,Office Supplies,Art,Newell 327,188.03,2,0.1,32.389
2407,CA-2017-158740,30-Apr-18,05-May-18,Same Day,SM-33571,Jane Smith,Home Office,United States,Seattle,California,91173,South,FUR-BO-60926,Furniture,Bookcases,Small Bookcase,188.74,2,0.3,21.6801
2408,CA-2016-183457,30-Jan-18,06-Feb-18,Same Day,DL-62681,David White,Home Office,United States,Miami,Washington,97837,South,TEC-MA-53643,Technology,Machines,Canon Copier,351.59,8,0.2,51.5576
2409,CA-2016-176460,03-Oct-16,09-Oct-16,First Class,RA-33898,Sarah Lee,Consumer,United States,Miami,California,95758,East,TEC-PH-39170,Technology,Phones,Samsung Galaxy,28.43,9,0.0,7.3945
2410,CA-2016-114010,22-Nov-16,28-Nov-16,First Class,SM-95161,Sarah Lee,Consumer,United States,Miami,Florida,97539,West,FUR-BO-92654,Furniture,Bookcases,Small Bookcase,14.12,6,0.1,1.4989
2411,CA-2017-185205,21-Dec-17,25-Dec-17,Same Day,KT-23912,Sarah Lee,Corporate,United States,Miami,Texas,94103,West,FUR-CH-71589,Furniture,Chairs,Ergo Chair,820.43,3,0.3,73.275
2412,CA-2018-161698,09-Jul-18,14-Jul-18,Standard Class,SM-91798,Emily Davis,Consumer,United States,New York,Texas,95426,South,TEC-PH-38409,Technology,Phones,OnePlus 9,992.49,5,0.0,234.4409
2413,CA-2017-164865,12-Dec-16,14-Dec-16,Standard Class,SM-84566,David White,Home Office,United States,Los Angeles,Texas,91239,West,TEC-MA-34285,Technology,Machines,Canon Copier,754.69,6,0.1,81.0992
2414,CA-2016-134840,11-Nov-18,17-Nov-18,First Class,RA-59856,David White,Corporate,United States,Los Angeles,California,96622,Central,TEC-MA-83682,Technology,Machines,Canon Copier,645.15,5,0.3,47.4133
2415,CA-2018-151755,02-Jun-16,03-Jun-16,Second Class,KT-41808,Jane Smith,Consumer,United States,Dallas,Texas,90642,Central,FUR-TA-82870,Furniture,Tables,Work Desk,183.0,9,0.2,41.3232
2416,CA-2017-181840,18-Apr-17,24-Apr-17,Same Day,RA-35593,Jane Smith,Corporate,United States,Dallas,Washington,96335,Central,FUR-TA-82544,Furniture,Tables,Work Desk,163.63,9,0.1,40.0855
2417,CA-2018-197031,24-Sep-16,01-Oct-16,Same Day,DL-31418,Jane Smith,Home Office,United States,New York,Texas,92474,South,TEC-PH-32033,Technology,Phones,iPhone 13,70.47,3,0.2,8.3844
2418,CA-2017-173232,28-Oct-18,03-Nov-18,Standard Class,DL-55122,Jane Smith,Home Office,United States,Los Angeles,New York,96592,South,OFF-AR-46736,Office Supplies,Art,Sharpie Marker,447.99,1,0.0,128.8016
2419,CA-2016-107998,23-May-16,25-May-16,Same Day,DL-71318,Jane Smith,Home Office,United States,New York,Florida,95567,West,OFF-PA-75347,Office Supplies,Paper,Recycled Paper,988.53,3,0.1,141.4712
2420,CA-2017-191137,05-Sep-16,11-Sep-16,Same Day,KT-93176,Michael Chen,Consumer,United States,Seattle,Washington,90509,Central,OFF-SU-96568,Office Supplies,Supplies,Stapler,459.54,2,0.5,48.9525
2421,CA-2018-183311,10-Apr-16,17-Apr-16,First Class,BN-81466,Sarah Lee,Consumer,United States,Seattle,New York,90364,South,OFF-PA-34549,Office Supplies,Paper,A4 Sheet Pack,675.61,6,0.5,35.5004
2422,CA-2017-195520,24-Jan-18,28-Jan-18,Second Class,DL-97221,Sarah Lee,Consumer,United States,Dallas,California,96172,South,TEC-PH-57439,Technology,Phones,Samsung Galaxy,608.79,1,0.2,108.3862
2423,CA-2018-158997,02-Mar-18,05-Mar-18,Same Day,SM-91067,Jane Smith,Corporate,United States,Los Angeles,Texas,92905,East,TEC-PH-77381,Technology,Phones,OnePlus 9,828.18,9,0.3,161.1943
2424,CA-2016-138237,19-Jun-18,26-Jun-18,Same Day,KT-79342,Jane Smith,Consumer,United States,Los Angeles,California,98126,East,FUR-TA-11104,Furniture,Tables,Side Table,733.73,2,0.1,168.2044
2425,CA-2018-102485,09-Oct-17,10-Oct-17,First Class,BN-23070,Ruben Ausman,Corporate,United States,Seattle,California,91259,South,FUR-CH-20126,Furniture,Chairs,Mesh Chair,582.48,1,0.2,76.2724
2426,CA-2018-152018,26-Jan-16,28-Jan-16,First Class,DL-76663,Jane Smith,Consumer,United States,Los Angeles,Washington,91792,Central,TEC-MA-10607,Technology,Machines,Canon Copier,10.18,8,0.2,2.0786
2427,CA-2017-152343,27-Jul-16,02-Aug-16,Standard Class,SM-67098,Michael Chen,Consumer,United States,Miami,California,93929,West,TEC-PH-17478,Technology,Phones,Samsung Galaxy,441.15,2,0.1,68.3717
2428,CA-2018-184548,30-Jun-18,02-Jul-18,Second Class,DL-32455,David White,Corporate,United States,New York,California,99981,Central,FUR-CH-88800,Furniture,Chairs,Mesh Chair,986.74,6,0.5,35.4868
2429,CA-2017-103913,28-May-18,03-Jun-18,Second Class,RA-96595,Ruben Ausman,Consumer,United States,New York,Florida,98174,Central,OFF-BI-39381,Office Supplies,Binders,Lever Arch File,934.91,2,0.0,248.0107
2430,CA-2018-174024,29-Feb-16,01-Mar-16,Standard Class,BN-88939,Bradley Nguyen,Corporate,United States,Seattle,California,94547,East,OFF-AR-82908,Office Supplies,Art,Newell 327,300.08,2,0.1,58.7704
2431,CA-2017-194865,05-Dec-18,11-Dec-18,Same Day,SM-14992,Bradley Nguyen,Home Office,United States,Dallas,California,90104,East,OFF-BI-78303,Office Supplies,Binders,Lever Arch File,96.19,7,0.5,6.9289
2432,CA-2016-125012,13-May-16,15-May-16,Second Class,BN-54340,Jane Smith,Corporate,United States,Seattle,California,95703,East,OFF-PA-80685,Office Supplies,Paper,A4 Sheet Pack,846.58,9,0.3,87.3026
2433,CA-2016-157547,29-Aug-16,30-Aug-16,Same Day,DL-35911,John Brown,Consumer,United States,Seattle,Texas,95004,West,FUR-CH-68412,Furniture,Chairs,Ergo Chair,849.59,1,0.0,77.7905
2434,CA-2018-154155,02-Oct-16,03-Oct-16,Standard Class,BN-94512,David White,Home Office,United States,Miami,Florida,96609,South,OFF-ST-83569,Office Supplies,Storage,Sauder Shelf,286.92,7,0.0,59.4596
2435,CA-2018-172329,18-Sep-16,19-Sep-16,First Class,KT-88947,David White,Home Office,United States,New York,California,90180,West,FUR-TA-59788,Furniture,Tables,Side Table,750.89,3,0.2,104.4806
2436,CA-2017-192060,28-Apr-17,01-May-17,First Class,RA-94383,David White,Home Office,United States,Los Angeles,New York,94371,South,OFF-BI-26725,Office Supplies,Binders,D-Ring Binder,597.19,6,0.0,31.7423
2437,CA-2018-151372,26-Jul-16,01-Aug-16,First Class,DL-67256,John Brown,Consumer,United States,New York,California,94595,Central,OFF-SU-77324,Office Supplies,Supplies,Scissors,443.02,3,0.1,117.25
2438,CA-2018-103124,28-Nov-17,01-Dec-17,First Class,DL-96100,Bradley Nguyen,Corporate,United States,Miami,New York,93779,East,FUR-TA-50474,Furniture,Tables,Conference Table,425.93,6,0.5,53.915
2439,CA-2017-125119,21-Nov-18,25-Nov-18,Same Day,DL-98447,Emily Davis,Corporate,United States,Dallas,California,91742,Central,TEC-AC-26920,Technology,Accessories,Keyboard,95.21,5,0.2,5.7126
2440,CA-2018-157610,08-Oct-16,11-Oct-16,First Class,SM-43363,Jane Smith,Home Office,United States,Miami,Florida,94664,Central,TEC-PH-81735,Technology,Phones,iPhone 13,175.97,10,0.5,9.2415
2441,CA-2016-111006,20-Apr-16,22-Apr-16,Standard Class,SM-46669,Ruben Ausman,Home Office,United States,Seattle,Texas,97355,Central,OFF-AR-93746,Office Supplies,Art,Newell 327,156.38,4,0.5,10.7594
2442,CA-2017-153474,07-Nov-18,09-Nov-18,Standard Class,RA-90719,Bradley Nguyen,Consumer,United States,New York,Washington,99025,West,FUR-CH-13891,Furniture,Chairs,Executive Chair,788.98,7,0.5,101.4947
2443,CA-2018-162769,08-Jan-16,10-Jan-16,Standard Class,KT-70770,Sarah Lee,Consumer,United States,Dallas,Florida,95228,South,OFF-BI-29730,Office Supplies,Binders,D-Ring Binder,685.76,5,0.0,35.6325
2444,CA-2016-138110,20-Sep-16,22-Sep-16,First Class,RA-79406,Sarah Lee,Consumer,United States,Los Angeles,Florida,93358,South,FUR-BO-20374,Furniture,Bookcases,5-Shelf Bookcase,497.3,10,0.0,96.7829
2445,CA-2017-135641,11-Oct-16,18-Oct-16,Standard Class,DL-98621,Sarah Lee,Corporate,United States,Seattle,California,96384,West,TEC-MA-71940,Technology,Machines,Canon Copier,656.57,4,0.0,172.5147
2446,CA-2017-136053,10-Oct-18,15-Oct-18,First Class,SM-44143,Emily Davis,Corporate,United States,Los Angeles,Florida,95131,South,OFF-ST-17251,Office Supplies,Storage,IKEA Box,33.67,8,0.2,3.715
2447,CA-2016-180285,05-Oct-16,11-Oct-16,Second Class,KT-23325,Michael Chen,Corporate,United States,Los Angeles,Texas,93673,West,TEC-AC-81045,Technology,Accessories,Keyboard,620.65,10,0.5,49.4803
2448,CA-2016-164673,23-Jan-16,25-Jan-16,First Class,KT-82318,Jane Smith,Home Office,United States,Dallas,Texas,98067,West,FUR-BO-35372,Furniture,Bookcases,Small Bookcase,266.1,2,0.1,62.4376
2449,CA-2018-137845,09-Apr-17,11-Apr-17,First Class,DL-76564,Emily Davis,Home Office,United States,Dallas,Florida,95113,South,TEC-AC-89764,Technology,Accessories,Keyboard,583.05,8,0.2,57.6215
2450,CA-2016-148118,12-Nov-16,18-Nov-16,First Class,DL-56226,Emily Davis,Consumer,United States,Seattle,Florida,93895,West,TEC-MA-78111,Technology,Machines,Dell Scanner,804.15,10,0.0,83.7707
2451,CA-2016-140959,03-Apr-16,10-Apr-16,Standard Class,BN-82340,John Brown,Home Office,United States,Los Angeles,Texas,90620,West,OFF-ST-44842,Office Supplies,Storage,Sauder Shelf,194.25,7,0.5,13.9575
2452,CA-2016-163043,01-Aug-18,05-Aug-18,Second Class,DL-26160,Ruben Ausman,Consumer,United States,New York,Washington,97893,West,FUR-BO-98730,Furniture,Bookcases,Small Bookcase,605.17,1,0.2,66.1763
2453,CA-2016-183672,26-Oct-16,27-Oct-16,First Class,DL-18111,David White,Consumer,United States,Los Angeles,New York,93218,East,OFF-AR-64580,Office Supplies,Art,Newell 317,715.36,10,0.1,187.3865
2454,CA-2018-142054,03-Jun-18,05-Jun-18,Same Day,RA-12827,Sarah Lee,Corporate,United States,Miami,Texas,99920,East,TEC-AC-68486,Technology,Accessories,Webcam,385.34,1,0.5,35.7499
2455,CA-2017-115418,23-Oct-16,26-Oct-16,Standard Class,DL-80601,Jane Smith,Corporate,United States,Los Angeles,Washington,90352,West,FUR-TA-35992,Furniture,Tables,Conference Table,989.78,2,0.2,160.9628
2456,CA-2016-122318,21-Oct-17,25-Oct-17,Second Class,BN-16210,Michael Chen,Corporate,United States,Los Angeles,California,98245,South,OFF-PA-54502,Office Supplies,Paper,A4 Sheet Pack,637.13,3,0.3,71.8111
2457,CA-2018-161593,27-Mar-17,31-Mar-17,First Class,KT-73336,John Brown,Home Office,United States,New York,New York,98710,Central,OFF-PA-32378,Office Supplies,Paper,Note Pad,29.83,8,0.0,5.5176
2458,CA-2018-156897,01-Oct-18,07-Oct-18,Standard Class,KT-95932,David White,Corporate,United States,New York,Washington,97529,Central,FUR-BO-14470,Furniture,Bookcases,Small Bookcase,983.71,4,0.3,83.1009
2459,CA-2017-117405,13-Jul-16,19-Jul-16,Second Class,DL-45832,Sarah Lee,Corporate,United States,Los Angeles,New York,93575,South,OFF-BI-21861,Office Supplies,Binders,Lever Arch File,157.35,5,0.3,22.6628
2460,CA-2017-182602,09-Nov-18,15-Nov-18,Standard Class,DL-57390,David White,Consumer,United States,Los Angeles,New York,98229,South,OFF-ST-77435,Office Supplies,Storage,IKEA Box,143.31,10,0.1,13.6102
2461,CA-2018-197893,24-Nov-18,26-Nov-18,Same Day,DL-15160,Jane Smith,Home Office,United States,Dallas,New York,97909,South,OFF-BI-95472,Office Supplies,Binders,D-Ring Binder,251.5,7,0.3,50.6155
2462,CA-2018-196821,09-Mar-17,16-Mar-17,Second Class,BN-41247,Michael Chen,Home Office,United States,Dallas,Washington,93744,West,TEC-PH-84482,Technology,Phones,Samsung Galaxy,634.83,6,0.1,37.1032
2463,CA-2017-123988,14-Sep-17,20-Sep-17,First Class,RA-96591,Emily Davis,Home Office,United States,New York,Washington,91602,West,TEC-PH-10831,Technology,Phones,Samsung Galaxy,648.99,2,0.5,94.4474
2464,CA-2017-137809,08-Oct-17,11-Oct-17,Same Day,KT-89611,David White,Corporate,United States,Los Angeles,Texas,98675,West,TEC-AC-98897,Technology,Accessories,Webcam,973.49,6,0.2,131.4318
2465,CA-2016-143193,15-Jun-17,17-Jun-17,Second Class,SM-72909,John Brown,Corporate,United States,Dallas,Florida,98529,East,FUR-TA-81723,Furniture,Tables,Conference Table,827.78,8,0.5,93.2841
2466,CA-2018-118548,06-Dec-18,13-Dec-18,First Class,RA-17570,Jane Smith,Consumer,United States,Los Angeles,California,97751,West,TEC-MA-61355,Technology,Machines,Canon Copier,63.16,2,0.0,5.4469
2467,CA-2016-140303,05-Oct-17,06-Oct-17,Standard Class,SM-12437,John Brown,Consumer,United States,Dallas,California,99260,South,FUR-BO-26725,Furniture,Bookcases,Wall Bookcase,285.33,7,0.2,36.6819
2468,CA-2016-128616,03-Dec-17,10-Dec-17,Second Class,DL-97541,Michael Chen,Consumer,United States,Los Angeles,California,91914,West,FUR-TA-23534,Furniture,Tables,Conference Table,726.71,10,0.2,112.1229
2469,CA-2018-194271,16-Sep-18,18-Sep-18,Same Day,KT-87392,John Brown,Corporate,United States,New York,New York,90275,Central,OFF-SU-54070,Office Supplies,Supplies,Glue Stick,181.48,5,0.0,14.8602
2470,CA-2016-157123,13-Aug-16,14-Aug-16,Same Day,DL-97340,Bradley Nguyen,Corporate,United States,New York,California,98022,South,TEC-MA-84627,Technology,Machines,HP Printer,752.74,3,0.5,107.0824
2471,CA-2017-140519,12-Aug-17,15-Aug-17,Same Day,SM-78913,Michael Chen,Corporate,United States,Dallas,Florida,96666,East,OFF-PA-73669,Office Supplies,Paper,Note Pad,847.39,7,0.0,103.7149
2472,CA-2016-172947,09-Sep-16,16-Sep-16,Second Class,KT-64946,Bradley Nguyen,Home Office,United States,Los Angeles,Florida,93219,Central,TEC-PH-37677,Technology,Phones,OnePlus 9,901.28,7,0.2,176.845
2473,CA-2016-186867,04-Aug-17,05-Aug-17,Second Class,KT-80695,David White,Home Office,United States,Dallas,California,90611,East,OFF-SU-96847,Office Supplies,Supplies,Stapler,613.78,1,0.2,47.141
2474,CA-2017-133458,07-May-18,08-May-18,Second Class,BN-78974,David White,Consumer,United States,Los Angeles,Washington,91005,Central,FUR-CH-93877,Furniture,Chairs,Executive Chair,332.17,7,0.0,35.6927
2475,CA-2016-107285,18-Mar-17,22-Mar-17,Second Class,RA-84091,Ruben Ausman,Corporate,United States,New York,New York,90024,West,OFF-BI-18802,Office Supplies,Binders,D-Ring Binder,208.99,5,0.2,10.0579
2476,CA-2016-196316,25-Aug-17,26-Aug-17,Standard Class,BN-93850,David White,Consumer,United States,Dallas,New York,95473,West,TEC-PH-95109,Technology,Phones,OnePlus 9,719.58,1,0.5,81.3079
2477,CA-2018-125027,13-Mar-16,19-Mar-16,Second Class,SM-83692,Jane Smith,Consumer,United States,Los Angeles,New York,98494,West,FUR-CH-65311,Furniture,Chairs,Ergo Chair,469.62,4,0.3,92.8394
2478,CA-2016-192611,16-May-16,17-May-16,First Class,KT-22119,Emily Davis,Corporate,United States,Dallas,California,90899,Central,FUR-CH-57907,Furniture,Chairs,Mesh Chair,181.14,6,0.3,27.6626
2479,CA-2017-121750,22-Oct-17,28-Oct-17,Same Day,RA-87829,John Brown,Consumer,United States,Seattle,Washington,99664,West,FUR-BO-17511,Furniture,Bookcases,Wall Bookcase,454.98,7,0.5,26.1467
2480,CA-2016-102580,10-Aug-17,12-Aug-17,First Class,RA-91056,Ruben Ausman,Corporate,United States,Dallas,Washington,93409,West,FUR-TA-67231,Furniture,Tables,Work Desk,277.04,7,0.0,58.6672
2481,CA-2017-109824,18-Feb-18,25-Feb-18,Standard Class,SM-77155,Bradley Nguyen,Consumer,United States,Dallas,Texas,99642,Central,FUR-BO-79847,Furniture,Bookcases,5-Shelf Bookcase,84.62,2,0.1,17.7312
2482,CA-2018-110721,30-Oct-17,05-Nov-17,Same Day,SM-24948,David White,Corporate,United States,Dallas,California,91613,East,TEC-PH-96241,Technology,Phones,iPhone 13,752.29,8,0.2,73.9436
2483,CA-2018-174345,09-Jun-18,10-Jun-18,Same Day,SM-43739,Emily Davis,Consumer,United States,New York,California,94917,South,TEC-PH-91802,Technology,Phones,iPhone 13,74.38,9,0.3,11.96
2484,CA-2018-169187,02-Dec-16,06-Dec-16,Standard Class,SM-59977,David White,Corporate,United States,Miami,Washington,90313,East,FUR-CH-16567,Furniture,Chairs,Executive Chair,853.48,2,0.0,161.0339
2485,CA-2016-119649,24-Mar-18,28-Mar-18,Second Class,RA-80469,Jane Smith,Home Office,United States,Los Angeles,Washington,93971,South,FUR-BO-38495,Furniture,Bookcases,Wall Bookcase,720.94,4,0.2,75.3751
2486,CA-2018-132165,12-Sep-18,17-Sep-18,Standard Class,BN-86394,Sarah Lee,Consumer,United States,Dallas,Texas,92846,Central,TEC-AC-92297,Technology,Accessories,Keyboard,116.04,4,0.2,11.9575
2487,CA-2016-157231,09-Oct-17,12-Oct-17,First Class,KT-26749,Bradley Nguyen,Home Office,United States,New York,California,98075,West,FUR-TA-43103,Furniture,Tables,Work Desk,356.76,4,0.3,45.5006
2488,CA-2018-119666,20-Jul-16,24-Jul-16,First Class,KT-30844,Jane Smith,Home Office,United States,Seattle,Florida,94610,West,OFF-PA-68275,Office Supplies,Paper,Recycled Paper,940.02,6,0.5,115.4821
2489,CA-2016-145188,08-Dec-17,13-Dec-17,Same Day,KT-65433,Michael Chen,Consumer,United States,Dallas,California,95868,East,FUR-TA-92599,Furniture,Tables,Work Desk,593.02,10,0.3,27.2334
2490,CA-2018-122811,22-Mar-16,28-Mar-16,Second Class,SM-31354,Emily Davis,Corporate,United States,Los Angeles,Florida,99110,West,TEC-PH-31303,Technology,Phones,OnePlus 9,565.7,5,0.1,101.8095
2491,CA-2017-108807,13-Feb-18,16-Feb-18,Standard Class,RA-49255,David White,Home Office,United States,Los Angeles,Washington,90319,South,TEC-AC-99111,Technology,Accessories,Mouse,881.27,9,0.0,166.292
2492,CA-2018-168431,16-Feb-16,23-Feb-16,Same Day,DL-71808,Ruben Ausman,Corporate,United States,Dallas,California,90725,West,FUR-TA-41035,Furniture,Tables,Side Table,443.71,4,0.3,21.248
2493,CA-2018-145031,05-Nov-18,12-Nov-18,First Class,SM-32020,David White,Consumer,United States,Seattle,Florida,95302,East,OFF-SU-66849,Office Supplies,Supplies,Scissors,760.26,10,0.3,146.1977
2494,CA-2017-190817,03-Mar-16,09-Mar-16,Second Class,KT-37584,Ruben Ausman,Corporate,United States,Dallas,Washington,97014,West,OFF-AR-97926,Office Supplies,Art,Newell 327,867.46,1,0.2,177.0237
2495,CA-2017-197726,01-Nov-18,08-Nov-18,First Class,BN-73321,Sarah Lee,Corporate,United States,New York,New York,90618,East,TEC-PH-58523,Technology,Phones,iPhone 13,748.48,6,0.3,82.2384
2496,CA-2018-126318,16-Oct-18,18-Oct-18,First Class,DL-88625,Emily Davis,Consumer,United States,Seattle,New York,98313,East,TEC-MA-29403,Technology,Machines,Dell Scanner,811.64,2,0.0,173.4078
2497,CA-2018-192802,15-Jun-17,16-Jun-17,Second Class,SM-90508,Jane Smith,Consumer,United States,Los Angeles,California,94354,Central,OFF-AR-94499,Office Supplies,Art,Newell 317,227.66,7,0.3,32.8234
2498,CA-2016-142452,12-Feb-18,18-Feb-18,First Class,SM-88011,Ruben Ausman,Corporate,United States,Seattle,California,97691,West,OFF-BI-60747,Office Supplies,Binders,D-Ring Binder,772.42,2,0.3,147.0684
2499,CA-2016-168869,12-Dec-16,16-Dec-16,Same Day,BN-64459,Jane Smith,Corporate,United States,Los Angeles,Florida,97869,West,FUR-CH-78688,Furniture,Chairs,Ergo Chair,166.41,1,0.3,17.3002
2500,CA-2018-135773,30-Aug-16,04-Sep-16,First Class,BN-50673,Sarah Lee,Corporate,United States,Miami,New York,91739,Central,OFF-AR-81353,Office Supplies,Art,Sharpie Marker,743.52,4,0.1,40.0889
2501,CA-2018-182363,09-Dec-16,16-Dec-16,Second Class,KT-38308,Bradley Nguyen,Corporate,United States,Miami,New York,94841,West,FUR-BO-59529,Furniture,Bookcases,Wall Bookcase,778.45,2,0.2,178.4375
2502,CA-2018-132249,17-Jun-18,22-Jun-18,Standard Class,DL-80876,Sarah Lee,Corporate,United States,Los Angeles,Florida,95193,South,OFF-PA-21132,Office Supplies,Paper,Recycled Paper,565.23,1,0.0,143.4801
2503,CA-2018-140335,27-Aug-16,28-Aug-16,Standard Class,SM-50108,Emily Davis,Consumer,United States,Miami,Washington,90048,West,FUR-BO-38294,Furniture,Bookcases,Wall Bookcase,547.42,8,0.3,107.8808
2504,CA-2018-186364,04-Jan-18,09-Jan-18,First Class,DL-32703,Ruben Ausman,Corporate,United States,Dallas,California,93591,West,TEC-MA-13003,Technology,Machines,Dell Scanner,209.86,7,0.1,47.6541
2505,CA-2016-146785,04-Aug-17,06-Aug-17,First Class,BN-72513,David White,Consumer,United States,Dallas,Washington,94224,South,FUR-TA-83363,Furniture,Tables,Work Desk,894.35,8,0.0,259.1863
2506,CA-2016-129723,04-Dec-17,05-Dec-17,First Class,KT-44862,Michael Chen,Home Office,United States,Seattle,Texas,90614,South,TEC-AC-94263,Technology,Accessories,Webcam,113.33,9,0.3,13.2558
2507,CA-2017-126755,31-May-16,06-Jun-16,Standard Class,SM-92626,Ruben Ausman,Consumer,United States,Los Angeles,California,95637,East,FUR-TA-23420,Furniture,Tables,Work Desk,530.66,7,0.0,156.7603
2508,CA-2018-185732,23-Jul-16,30-Jul-16,Standard Class,RA-48775,Sarah Lee,Corporate,United States,New York,Texas,94373,Central,OFF-ST-47082,Office Supplies,Storage,Sauder Shelf,287.7,5,0.5,32.4494
2509,CA-2018-140760,21-Sep-16,22-Sep-16,First Class,RA-97833,John Brown,Corporate,United States,Los Angeles,Florida,95935,West,OFF-PA-44688,Office Supplies,Paper,Note Pad,319.64,4,0.2,32.2709
2510,CA-2016-120843,23-Jul-17,26-Jul-17,Same Day,BN-69090,Michael Chen,Consumer,United States,Los Angeles,Texas,93258,West,FUR-BO-23409,Furniture,Bookcases,Small Bookcase,873.29,3,0.0,70.392
2511,CA-2018-147385,02-Jun-17,09-Jun-17,Standard Class,KT-10794,David White,Consumer,United States,Seattle,Florida,96664,Central,OFF-SU-83633,Office Supplies,Supplies,Glue Stick,970.28,10,0.3,176.7199
2512,CA-2016-118098,07-Oct-16,10-Oct-16,First Class,RA-55043,Ruben Ausman,Consumer,United States,Dallas,Washington,92843,Central,OFF-PA-69449,Office Supplies,Paper,Note Pad,526.25,1,0.3,60.3171
2513,CA-2017-181705,27-Jul-16,30-Jul-16,Same Day,DL-72879,Bradley Nguyen,Home Office,United States,Los Angeles,Texas,95695,West,OFF-AR-17161,Office Supplies,Art,Newell 317,314.07,9,0.0,64.3336
2514,CA-2017-189546,24-Jan-18,26-Jan-18,First Class,SM-39757,Bradley Nguyen,Consumer,United States,Los Angeles,New York,97089,East,TEC-PH-64588,Technology,Phones,OnePlus 9,102.95,2,0.2,12.6172
2515,CA-2017-190562,28-Jun-18,30-Jun-18,Standard Class,DL-50733,Bradley Nguyen,Corporate,United States,Los Angeles,California,90709,South,OFF-AR-80262,Office Supplies,Art,Sharpie Marker,270.83,7,0.3,9.8172
2516,CA-2017-180088,26-Dec-18,30-Dec-18,Second Class,DL-22269,Michael Chen,Corporate,United States,Los Angeles,Washington,98781,East,TEC-MA-81447,Technology,Machines,HP Printer,704.35,2,0.5,56.9999
2517,CA-2016-136489,05-Aug-18,06-Aug-18,Second Class,KT-44602,Sarah Lee,Corporate,United States,Los Angeles,Texas,92113,West,OFF-PA-61686,Office Supplies,Paper,Recycled Paper,117.39,5,0.5,12.357
2518,CA-2017-118581,08-May-18,13-May-18,Standard Class,RA-90380,Jane Smith,Corporate,United States,Seattle,Texas,98636,Central,FUR-BO-14911,Furniture,Bookcases,5-Shelf Bookcase,436.83,10,0.2,95.222
2519,CA-2016-180496,21-Jan-17,22-Jan-17,Second Class,KT-49721,Ruben Ausman,Consumer,United States,Dallas,Florida,96635,West,OFF-SU-54117,Office Supplies,Supplies,Glue Stick,761.05,10,0.1,166.2337
